"industry","threat_id","threat_description","criticality","crypto_at_risk","pqc_replacement","main_source","source_url","accuracy_pct","related_modules","trusted_source_id","local_file","peer_reviewed","vetting_body"
"Telecommunications","TELCO-005","6G native PQC design window: 6G standards development (2025-2030 in 3GPP and ETSI) represents a critical opportunity to incorporate PQC from the design phase, avoiding the crypto-agility retrofit challenges facing 5G. ETSI ISG on Quantum-Safe Cryptography is providing input to 6G security architecture development.","High","6G authentication protocols, air interface encryption, network slicing, edge computing","Native ML-KEM/ML-DSA in 6G specifications, quantum-safe by design per ETSI QSC","ETSI ISG Quantum-Safe Cryptography / 3GPP","https://www.etsi.org/technologies/quantum-safe-cryptography","75","5g-security|hybrid-crypto|crypto-agility|network-security-pqc","","public/threats/TELCO-005.html","no",""
"Water / Wastewater","WATER-001","Water treatment plant SCADA quantum vulnerability: America's Water Infrastructure Act (AWIA) of 2018 requires community water systems serving 3,300+ people to conduct risk and resilience assessments including cybersecurity. Water treatment SCADA systems use ICS protocols with RSA/ECDSA authentication. CISA identifies Water and Wastewater Systems as one of 16 critical infrastructure sectors. Equipment lifecycles of 15-25 years with limited remote update capability.","Critical","SCADA/ICS authentication (RSA/ECDSA), VPN for remote monitoring, historian database encryption","IEC 62443 PQC update for water systems, ML-DSA for SCADA authentication, hybrid VPN","EPA America's Water Infrastructure Act (AWIA) 2018 / CISA","https://www.epa.gov/waterresilience/americas-water-infrastructure-act-2018-risk-assessments-and-emergency-response","75","iot-ot-pqc|vpn-ssh-pqc|hybrid-crypto|energy-utilities-pqc|network-security-pqc","","","no","CISA"
"Water / Wastewater","WATER-002","Smart water infrastructure quantum exposure: AWWA (American Water Works Association) standards govern smart water metering, leak detection sensors, and distribution network monitoring using IoT-connected devices. Advanced Metering Infrastructure (AMI) for water utilities faces similar PQC migration challenges as energy smart meters — constrained devices with limited crypto-agility deployed for 10-15 year cycles.","High","AMI mesh networking, smart meter PKI, SCADA remote terminal units, cloud platform TLS","Quantum-safe AMI protocols, ML-KEM for device provisioning, constrained device PQC","AWWA Cybersecurity Guidance for Water Utilities","https://www.awwa.org/resource/cybersecurity-guidance/","75","iot-ot-pqc|kms-pqc|hsm-pqc|energy-utilities-pqc|network-security-pqc","","public/threats/WATER-002.html","no",""
"Education / Research","EDU-001","Student PII harvest-now-decrypt-later exposure: FERPA mandates protection of student education records but does not address post-quantum cryptography. Student records including SSNs transcripts disciplinary records and health data are retained 60+ years. PowerSchool breach (2024) exposed 62 million student records demonstrating massive data aggregation risk. Encrypted student databases harvested today become readable once CRQCs arrive.","Critical","RSA/ECDSA protecting student information systems, TLS for SIS/LMS platforms, database encryption key wrapping","ML-KEM for database key management, AES-256-GCM, quantum-safe TLS for EdTech platforms","FERPA / US Department of Education","https://studentprivacy.ed.gov/ferpa","80","quantum-threats|pqc-risk-management|data-asset-sensitivity|database-encryption-pqc","","public/threats/EDU-001.html","no",""
"Education / Research","EDU-002","SAML federation identity compromise: InCommon Federation provides SAML-based identity and access management for US research and education institutions. Federation metadata is signed with 4096-bit RSA keys. Quantum forgery of IdP signing keys enables forged SAML tokens and privilege escalation across all federated services including library systems research databases financial aid and student portals. eduroam WiFi authentication also relies on EAP with RADIUS using RSA/ECDSA certificates.","Critical","RSA-4096 federation metadata signing, SAML assertion signatures (RSA/ECDSA), eduroam RADIUS certificates, EAP-TLS","ML-DSA for SAML assertion signing, PQC-enabled federation metadata, hybrid certificate chains for eduroam","Internet2 InCommon Federation / Jisc Trust and Identity","https://incommon.org/","80","pki-workshop|iam-pqc|hybrid-crypto","","public/threats/EDU-002.html","no",""
"Education / Research","EDU-003","Digital credential and diploma forgery: W3C Verifiable Credentials 2.0 and Open Badges 3.0 standards use ECDSA/RSA digital signatures for tamper-proof academic credentials. Universities worldwide are adopting blockchain-backed digital diplomas with permanent on-chain signatures. Quantum forgery enables creation of fraudulent academic credentials that are cryptographically indistinguishable from legitimate ones with permanent lifetime impact.","High","ECDSA P-256 in W3C Verifiable Credentials, RSA in traditional diploma PKI, blockchain ECDSA signatures","ML-DSA for credential signing, SLH-DSA for long-term archival signatures, PQC-enabled credential verification","W3C Verifiable Credentials Data Model 2.0","https://www.w3.org/TR/vc-data-model-2.0/","80","pki-workshop|digital-id|stateful-signatures","","public/threats/EDU-003.html","no",""
"Education / Research","EDU-004","Federally funded research data quantum exposure: Universities conducting defense-funded research handle ITAR/EAR/CUI data requiring decades-long protection. CMMC 2.0 mandates NIST SP 800-171 controls for DoD-funded research. Research data on quantum computing itself advanced materials genomics and AI represents high-value intelligence targets. Harvest-now-decrypt-later attacks on university research networks could compromise national security research programs.","Critical","RSA/ECDSA protecting research data repositories, TLS for research collaboration platforms, VPN encryption for lab networks","CNSA 2.0 compliance for defense research, ML-KEM-1024 for data encryption, ML-DSA-87 for research data signing","CMMC 2.0 / NIST SP 800-171","https://dodcio.defense.gov/CMMC/","80","compliance-strategy|vpn-ssh-pqc|kms-pqc|data-asset-sensitivity","","public/threats/EDU-004.html","yes","DoD"
"Education / Research","EDU-005","Education sector cyber attack escalation: Education is the most attacked sector globally with 4388 weekly cyberattacks per organization (2025) representing a 31% year-over-year increase. Average breach cost in higher education exceeds $3.7M. Schools use an average of 2591 EdTech tools per year each representing a potential attack surface. Quantum computing will amplify existing attack vectors by enabling cryptographic bypass of authentication and encryption across this already vulnerable sector.","High","TLS protecting EdTech platforms, RSA/ECDSA API authentication, school network encryption","Hybrid TLS 1.3 with ML-KEM, ML-DSA for EdTech API signing, crypto-agile school network architecture","Check Point Research / Higher Ed Dive","https://deepstrike.io/blog/data-breaches-education-2025","75","quantum-threats|pqc-risk-management|tls-basics","","public/threats/EDU-005.html","no",""
"Cross-Industry","CROSS-009","DNSSEC quantum signature forgery: DNSSEC uses RSA (RSASHA256 per RFC 6944) and ECDSA (ECDSAP256SHA256 per RFC 6605) to sign DNS records. Approximately 40% of global DNS domains have DNSSEC enabled including 92% root zone adoption. Quantum forgery of DNSSEC signatures enables DNS hijacking for any signed domain redirecting traffic to attacker-controlled servers. PQC signatures face challenges with DNS UDP packet size limits (~1232 bytes) requiring protocol-level changes. IETF draft-sheth-pqc-dnssec-strategy-00 addresses migration strategy.","Critical","RSASHA256 (RFC 6944), ECDSAP256SHA256/ECDSAP384SHA384 (RFC 6605), DNSSEC zone signing keys and key signing keys","ML-DSA or FN-DSA for compact DNSSEC signatures, hybrid DNS signing, TCP fallback for larger PQC signatures","IETF DNSSEC PQC Strategy / Verisign Research","https://datatracker.ietf.org/doc/draft-sheth-pqc-dnssec-strategy/","80","network-security-pqc|pki-workshop|hybrid-crypto","","public/threats/CROSS-009.html","no",""
"Cross-Industry","CROSS-010","BGP/RPKI route origin validation quantum vulnerability: RPKI uses RSA-2048 exclusively for signing Route Origin Authorizations (ROAs) that validate BGP route origins. As of 2025 54-59% of IPv4/IPv6 routes are covered by ROAs representing ~74% of global internet traffic. Quantum forgery of ROAs enables attackers to hijack arbitrary IP address prefixes globally redirecting internet traffic at scale. Post-quantum RPKI would increase data sizes from 1.2GB to 2.9-39.1GB depending on algorithm creating significant operational challenges.","Critical","RSA-2048 ROA signatures, RPKI certificate hierarchy, BGP route validation","ML-DSA for ROA signing, hybrid RPKI certificates, bandwidth-optimized PQC for route validation","APNIC / RIPE Labs RPKI Research","https://blog.apnic.net/2025/07/22/how-can-rpki-can-be-made-quantum-safe/","80","network-security-pqc|pki-workshop","","public/threats/CROSS-010.html","no",""
"Cross-Industry","CROSS-011","SSH key quantum exposure: Billions of SSH keys globally use RSA-2048/4096 ECDSA and Ed25519 for server authentication and remote access. Historical SSH sessions captured today can be decrypted once CRQCs arrive exposing credentials and sensitive data. OpenSSH 10.0 (April 2025) made ML-KEM hybrid (mlkem768x25519-sha256) the default key exchange. GitHub enabled post-quantum SSH (sntrup761x25519-sha512) in September 2025. Legacy SSH deployments without PQC remain vulnerable to harvest-now-decrypt-later attacks.","Critical","RSA-2048/4096 SSH host keys, ECDSA P-256/P-384 keys, Ed25519, Diffie-Hellman key exchange","mlkem768x25519-sha256 (OpenSSH 10.0 default), sntrup761x25519-sha512 hybrid, ML-KEM key exchange","OpenSSH Post-Quantum Cryptography / GitHub Security","https://github.blog/engineering/platform-security/post-quantum-security-for-ssh-access-on-github/","85","vpn-ssh-pqc|hybrid-crypto|network-security-pqc","","public/threats/CROSS-011.html","yes","OpenSSH"
"Cross-Industry","CROSS-012","Container image signing quantum vulnerability: Sigstore/cosign uses ECDSA-P256 exclusively for container image signatures in CI/CD pipelines. Container registries serve as critical software supply chain trust anchors for cloud-native deployments. Quantum forgery of container signatures enables injection of backdoored images into registries undetected affecting every Kubernetes deployment that pulls them. Sigstore transparency log (Rekor) provides tamper resistance but signature verification still depends on ECDSA. PQC support is planned but not yet implemented in the Sigstore ecosystem.","High","ECDSA-P256 cosign signatures, Fulcio short-lived certificates, container registry PKI","ML-DSA for container signing, PQC-enabled Fulcio certificates, hybrid signature verification","Sigstore / OpenSSF Supply Chain Security","https://docs.sigstore.dev/cosign/signing/signing_with_containers/","75","code-signing|platform-eng-pqc|vendor-risk","","public/threats/CROSS-012.html","no",""
"Cross-Industry","CROSS-013","Quantum random number generation (QRNG) for PQC key security: PQC algorithm security depends on high-quality randomness for key generation. Classical PRNGs may contain algorithmic biases exploitable by sophisticated adversaries. QRNG uses quantum mechanical processes to generate theoretically unpredictable randomness. Quantinuum Quantum Origin became the first software QRNG to achieve NIST SP 800-90B entropy source validation (2024). Commercial QRNG products from ID Quantique Quside and QNu Labs are available for HSM IoT and automotive integration. QRNG complements PQC by ensuring cryptographic keys are non-predictable from generation.","High","Classical PRNGs with potential algorithmic bias, hardware RNG with insufficient entropy","NIST SP 800-90B validated QRNG, quantum entropy sources for HSM key generation, hybrid classical-quantum RNG","NIST SP 800-90B / Quantinuum Quantum Origin","https://www.quantinuum.com/press-releases/quantinuums-quantum-origin-becomes-first-software-quantum-random-number-generator-to-achieve-nist-validation","80","hsm-pqc|kms-pqc|crypto-agility","","public/threats/CROSS-013.html","yes","NIST"
"Rail / Transit","RAIL-003","GSM-R to FRMCS transition quantum vulnerability: European railways are transitioning from legacy GSM-R to FRMCS (Future Railway Mobile Communication System) based on 5G technology (2026-2035 timeline). FRMCS introduces IP-based networks with asymmetric cryptography for authentication and key exchange inheriting 5G quantum vulnerabilities. During the parallel operation period both legacy A5/1 (broken) and 5G crypto (quantum-vulnerable) coexist. Deutsche Bahn begins live FRMCS tests in 2027. Without PQC integration from the design phase FRMCS will require costly retrofitting.","High","GSM-R A5/1 stream cipher, FRMCS 5G authentication (ECDSA/RSA), IKEv2 key exchange for railway backbone","ML-KEM hybrid for FRMCS key exchange, ML-DSA for railway signaling authentication, native PQC in FRMCS specification","UIC / ETSI FRMCS Specification","https://www.globalrailwayreview.com/news/233331/frmcs-migration-rail-cyber-security/","75","5g-security|hybrid-crypto|network-security-pqc","","public/threats/RAIL-003.html","no",""
"Rail / Transit","RAIL-004","Positive Train Control (PTC) cryptographic migration: FRA regulations (49 CFR 236.1033) mandate cybersecurity for PTC systems controlling train movements across 57000+ miles of US freight and passenger rail. PTC uses wireless wayside-to-onboard communications with RSA/ECC for key establishment. Equipment lifecycles of 15-25 years mean systems deployed today will operate into the CRQC era. Limited computational resources in onboard units constrain PQC algorithm choices.","Critical","RSA/ECC key establishment in PTC wireless communications, ISO/IEC 29192-4 lightweight crypto, firmware signing","Quantum-resistant lightweight AEAD, ML-KEM for wayside-to-vehicle key exchange, crypto-agile PTC firmware","FRA Positive Train Control Regulations (49 CFR 236)","https://railroads.dot.gov/elibrary/ptc-communications-cybersecurity-technology-review-and-concept-operations","80","iot-ot-pqc|hybrid-crypto|network-security-pqc","","public/threats/RAIL-004.html","yes","FRA"
"Rail / Transit","RAIL-005","Autonomous and driverless train system quantum exposure: Autonomous rail systems including CBTC (Communications-Based Train Control) and GoA4 driverless operations rely on continuous authenticated communication between trackside and onboard systems. ISO/SAE 21434 cybersecurity engineering standards and IEC 62443 industrial automation security govern these systems. Quantum forgery of infrastructure authentication enables unauthorized commands to driverless trains with potential for collisions or derailments.","Critical","RSA/ECC for V2I authentication, certificate-based platform identity, Diffie-Hellman session keys, firmware signing","SLH-DSA for firmware signing, ML-KEM for V2I key encapsulation, post-quantum authenticated key exchange","ISO/SAE 21434 / IEC 62443 Autonomous Rail","https://etech.iec.ch/issue/2025-02/cyber-security-for-autonomous-vehicles","75","iot-ot-pqc|code-signing|secure-boot-pqc","","public/threats/RAIL-005.html","yes","ISO"
"Water / Wastewater","WATER-005","Dam control system SCADA quantum vulnerability: FERC Security Program for Hydropower Projects governs cybersecurity for federally regulated dams. Dam SCADA systems control spillway gates water flow and emergency shutdowns with catastrophic failure consequences. Remote access gateways use RSA/ECC VPN authentication. Equipment lifecycles of 25-40 years with air-gapped architectures complicate PQC migration. FERC security requirements (Revision 3A 2016) have not been updated to address post-quantum threats.","Critical","RSA/ECC VPN authentication for remote dam access, certificate-based SCADA authentication, AES with RSA key wrapping","ML-KEM for VPN key encapsulation, post-quantum certificate infrastructure, quantum-resistant remote access","FERC Security Program for Hydropower Projects","https://www.ferc.gov/dam-safety-and-inspections/security-program-hydropower-projects","80","iot-ot-pqc|vpn-ssh-pqc|kms-pqc|energy-utilities-pqc","","public/threats/WATER-005.html","no","FERC"
"Water / Wastewater","WATER-003","Water quality monitoring IoT sensor quantum exposure: EPA cybersecurity guidance (August 2024) addresses water sector IoT but lacks specific PQC requirements. Real-time water quality sensors monitoring pH turbidity dissolved oxygen and contaminants communicate via IoT protocols with RSA/ECC key bootstrap. Constrained sensors lack crypto-agility for mid-life PQC migration. Quantum-enabled data integrity attacks could inject false sensor readings causing treatment failures and public health emergencies.","High","RSA/ECC sensor-to-gateway key bootstrap, TLS for cloud data aggregation, IoT provisioning certificates","Post-quantum key agreement for sensor provisioning, lightweight PQC for constrained IoT, hybrid gateway encryption","EPA Cybersecurity for Water Sector (August 2024)","https://www.epa.gov/cyberwater/epa-cybersecurity-water-sector","75","iot-ot-pqc|kms-pqc|energy-utilities-pqc","","public/threats/WATER-003.html","no","EPA"
"Water / Wastewater","WATER-004","Wastewater treatment SCADA quantum vulnerability: Wastewater SCADA systems are architecturally distinct from drinking water treatment serving sewage pumping biosolids handling and effluent discharge control. EPA/CISA guidance (August 2024) classifies wastewater under essential services. Newer systems use OPC UA and DNP3 Secure Authentication with RSA/ECC key establishment. Quantum-enabled decryption of control commands could corrupt treatment processes releasing untreated sewage into waterways with environmental and public health catastrophe.","Critical","RSA/ECC in OPC UA certificates, DNP3 Secure Authentication, VPN for remote HMI access","Quantum-resistant OPC UA profiles, post-quantum DNP3 authentication, hybrid VPN for wastewater SCADA","NIST NCCoE Water/Wastewater Cybersecurity Project","https://www.nccoe.nist.gov/sites/default/files/2023-06/securing-water-and-wastewater-utilities-project-description-final.pdf","80","iot-ot-pqc|vpn-ssh-pqc|energy-utilities-pqc|network-security-pqc","","public/threats/WATER-004.html","yes","NIST"
"Critical Infrastructure","CI-001","CISA 16 critical infrastructure sectors PQC readiness gap: Presidential Policy Directive PPD-21 defines 16 critical infrastructure sectors. CISA January 2026 Product Categories List per Executive Order 14306 provides PQC procurement guidance but sector-specific PQC guidance exists for only a subset of sectors. RAND Corporation analysis identifies internet services identity management IT products and power grid as highest priority NCFs for PQC migration. Most CI sectors lack dedicated PQC migration roadmaps creating fragmented preparedness.","Critical","All asymmetric cryptography across 16 CI sectors, sector-specific SCADA/ICS protocols, federal PKI","Sector-specific PQC migration roadmaps, FIPS 203/204/205 compliance, CISA ACDI deployment","CISA Post-Quantum Cryptography Initiative / PPD-21","https://www.cisa.gov/quantum","85","compliance-strategy|migration-program|pqc-governance|iot-ot-pqc","","public/threats/CI-001.html","yes","CISA"
"Critical Infrastructure","CI-002","EU NIS2 Directive quantum implications for essential services: NIS2 (effective October 2024) requires proportionate technical and organizational security measures for essential services but does not explicitly mandate PQC. ENISA June 2025 implementing guidelines recommend post-quantum cryptography adoption for long-lived sensitive data. European Cybersecurity Certification Group (ECCG) incorporated PQC into Agreed Cryptographic Mechanisms v2.0 (April 2025) making PQC part of EUCC certification. Essential services in scope include energy water healthcare digital infrastructure waste management and digital service providers across all EU member states.","Critical","All quantum-vulnerable cryptography in NIS2 essential services, TLS/IPsec for CI networks, SCADA encryption","ML-KEM/ML-DSA per ECCG ACM v2.0, hybrid implementations, PQC-by-default for new systems by 2030","EU NIS2 Directive / ENISA PQC Guidance","https://www.enisa.europa.eu/publications/post-quantum-cryptography-current-state-and-quantum-mitigation","85","compliance-strategy|migration-program|pqc-governance","","public/threats/CI-002.html","yes","ENISA"
"Critical Infrastructure","CI-003","ICS/SCADA protocol collective quantum vulnerability: Modbus DNP3 and OPC UA are foundational industrial control protocols deployed across energy water manufacturing transportation and defense. Modbus and DNP3 were designed without cryptographic authentication; modern deployments add TLS/VPN overlays using RSA/ECC. OPC UA integrates RSA/ECC certificate authentication natively. Quantum computers can forge OPC UA certificates masquerade as legitimate controllers decrypt historical VPN traffic and break firmware signatures enabling undetected tampering across all critical infrastructure sectors simultaneously.","Critical","OPC UA RSA/ECC certificates, Modbus TCP over TLS (RSA key exchange), DNP3 Secure Authentication, VPN RSA/ECDH","Crypto-agile OPC UA with ML-KEM/ML-DSA, quantum-resistant VPN overlays for Modbus, post-quantum DNP3 SA","NIST SP 800-82 / IEC 62351 / ISA/IEC 62443","https://www.nist.gov/publications/guide-operational-technology-ot-security","80","iot-ot-pqc|vpn-ssh-pqc|network-security-pqc|energy-utilities-pqc","","public/threats/CI-003.html","yes","NIST"
"Cross-Industry","CROSS-014","Symmetric key size insufficiency under Grover's algorithm: Grover's quantum search algorithm reduces the effective security of AES-128 from 128-bit to approximately 64-bit, making it susceptible to brute-force with a sufficiently powerful CRQC. Legacy 3DES (112-bit effective) and similar symmetric ciphers face analogous reduction. Harvest-Now-Decrypt-Later attacks on AES-128 encrypted data stored today will be decryptable post-CRQC. NIST SP 800-57 recommends AES-256 for symmetric encryption of data requiring long-term confidentiality beyond 2030.","High","AES-128, 3DES (112-bit effective), RC4, DES, legacy symmetric ciphers with key sizes < 256 bits","AES-256, ChaCha20-Poly1305, migration to 256-bit symmetric keys for all long-term data confidentiality","NIST SP 800-57 Part 1 Rev 6 / Grover's algorithm (1996)","https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-57pt1r6.ipd.pdf","90","crypto-agility|quantum-threats|pqc-101|kms-pqc|database-encryption-pqc","nist-csrc","","yes","NIST"
"Cross-Industry","CROSS-015","Hash function collision resistance halved by quantum algorithms: Grover's algorithm reduces the pre-image resistance of SHA-256 from 256-bit to ~128-bit effective security, and collision resistance from 128-bit to ~85-bit effective security. SHA-1 (already classically broken) is fully negligible post-CRQC. Applications relying on SHA-256 collision resistance for digital signatures, Merkle tree integrity, or certificate binding face elevated long-term risk. SHA-3 variants (SHA3-256, SHA3-512) and SHA-384/512 provide substantially improved quantum margins. HMAC-SHA-256 is less affected due to keying.","Medium","SHA-1 (broken classically), SHA-256 collision resistance, MD5, RIPEMD-160, Merkle trees using SHA-256","SHA-384, SHA-512, SHA3-256, SHA3-512 for collision-sensitive applications; SLH-DSA hash chains use SHA-256/SHA-512 by design","NIST SP 800-57 Part 1 Rev 6 / NIST IR 8545","https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8545.pdf","90","crypto-agility|quantum-threats|code-signing|pqc-101|merkle-tree-certs","nist-csrc","","yes","NIST"
"Cross-Industry","CROSS-016","Classical PRNG entropy vulnerabilities threaten PQC key security: PQC algorithm security is only as strong as the randomness used during key generation. Classical pseudo-random number generators (PRNGs) with insufficient entropy seeding, deterministic output, or implementation bugs produce cryptographically weak keys. Under quantum adversaries, systematic weaknesses in RNG may be exploitable at scale. NIST SP 800-90A Rev 1 DRBG (CTR, Hash, HMAC modes) provides approved deterministic RNG constructions. For highest-assurance environments, NIST SP 800-90B validated hardware entropy sources or quantum random number generators (QRNG) should seed the DRBG.","High","Weak PRNG-seeded ML-KEM/ML-DSA key pairs, PKCS#11 CKM_GENERATE_KEY with non-compliant entropy source, TLS ephemeral key generation on embedded devices","NIST SP 800-90A DRBG (CTR_DRBG with AES-256), NIST SP 800-90B validated hardware entropy, QRNG for HSM seeding","NIST SP 800-90A Rev 1 / NIST SP 800-90B","https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-90Ar1.pdf","85","entropy-randomness|hsm-pqc|kms-pqc|crypto-dev-apis|quantum-threats","nist-csrc","","yes","NIST"
"Cross-Industry","CROSS-017","Side-channel attacks on post-quantum implementations: ML-KEM, ML-DSA, and SLH-DSA software implementations that are not constant-time are vulnerable to timing analysis, cache-timing attacks, and power side-channels that can expose private key material without breaking the underlying mathematical hardness assumption. FALCON (FN-DSA) requires Gaussian sampling with tight timing constraints especially vulnerable to FPA cache timing. FIPS 140-3 Derived Test Requirements require constant-time implementations for all sensitive cryptographic operations. Production deployments must use validated implementations (OpenSSL 3.5+, AWS-LC, BoringSSL) or hardware accelerators with demonstrated side-channel resistance.","High","Naive ML-KEM/ML-DSA implementations without constant-time guarantees, FN-DSA Gaussian sampler timing leakage, SLH-DSA WOTS+ chain computation timing","Constant-time PQC implementations per FIPS 140-3 DTR, FIPS 140-3 Level 3+ HSMs, hardware accelerators (NPCM, Arm CryptoCell-713 with PQC extensions)","NIST FIPS 140-3 Implementation Guidance / TCHES 2024","https://csrc.nist.gov/csrc/media/Projects/cryptographic-module-validation-program/documents/fips%20140-3/FIPS%20140-3%20IG.pdf","85","hsm-pqc|crypto-dev-apis|quantum-threats|kms-pqc|crypto-agility","nist-csrc","","yes","NIST"
"Cross-Industry","CROSS-018","Lattice cryptanalysis BKZ advancement risk: The security of ML-KEM and ML-DSA rests on the hardness of the Module Learning With Errors (MLWE) problem, which is attacked by lattice reduction algorithms including BKZ 2.0, sieving algorithms (BDGL16), and quantum variants. Ongoing advances in lattice cryptanalysis (both classical and quantum preprocessing) may reduce claimed security margins. NIST IR 8545 documents the security analysis leading to current parameter choices. ML-KEM-512 provides ~128-bit classical / ~128-bit quantum resistance under current best attacks; future cryptanalytic improvements warrant monitoring and contingency planning for migration to higher parameter sets.","Medium","ML-KEM-512 and ML-DSA-44 if classical BKZ preprocessing improves substantially; lattice-based schemes broadly under quantum sieving improvements","Use ML-KEM-1024/ML-DSA-87 for highest-value data; monitor NIST IR 8545 updates and NIST PQC standardization announcements; maintain cryptographic agility for algorithm migration","NIST IR 8545 / BKZ 2.0 (Ducas-Nguyen 2011)","https://nvlpubs.nist.gov/nistpubs/ir/2024/NIST.IR.8545.pdf","75","crypto-agility|quantum-threats|pqc-101|research-quantum-impact|standards-bodies","nist-csrc","","partial","NIST"
"Hardware Security Modules","HSM-001","Fault injection attacks on PQC hardware implementations: Hardware Security Modules implementing ML-KEM and ML-DSA are susceptible to differential fault analysis (DFA) and laser fault injection (LFI) attacks that deliberately induce computation errors to leak secret key material. FN-DSA (FALCON) is particularly sensitive: a single fault during NTRU key generation can expose the secret polynomial. FIPS 140-3 Level 3 requires physical tamper resistance and active response mechanisms. Level 4 requires full environmental protection. Current production HSMs (Thales Luna, Entrust nShield, Utimaco) with PQC support must demonstrate fault countermeasures including redundant computation, error detection codes, and physical tamper response per FIPS 140-3 requirements.","High","ML-KEM private key generation in HSMs without fault countermeasures, FN-DSA (FALCON) secret polynomial, ML-DSA private key during signing without redundant computation","FIPS 140-3 Level 3+ HSMs with validated PQC implementations, physical tamper response, redundant computation verification, and CMVP-validated algorithm testing","NIST FIPS 140-3 Physical Security Requirements / IACR PQC fault attack research","https://csrc.nist.gov/publications/detail/fips/140/3/final","80","hsm-pqc|kms-pqc|crypto-dev-apis|secrets-management-pqc","nist-csrc","","yes","NIST"
"Internet of Things","IOT-005","PQC algorithm resource constraints on edge and constrained IoT devices: NIST PQC standards impose significant computational and memory requirements incompatible with many Class 1 and Class 2 IoT devices. ML-KEM-768 requires ~1.2 KB public key, ~1.1 KB ciphertext, and approximately 6.5 KB working memory minimum; SLH-DSA-SHA2-128s signature generation requires seconds on Cortex-M0 class MCUs. 8-bit microcontrollers, low-power sensor nodes, and legacy embedded systems lack sufficient RAM, flash, or CPU throughput for standard NIST PQC handshakes within protocol timing budgets. NIST SP 800-232 Ascon lightweight cryptography standard addresses symmetric needs; FN-DSA (FALCON-512) with optimized implementations addresses constrained signature scenarios.","High","TLS 1.3 with ML-KEM on Cortex-M0/M3 devices, SLH-DSA signature verification on 8-bit MCUs, code signing verification on embedded Class 1 devices, IKEv2 with PQC on constrained network equipment","NIST SP 800-232 Ascon (AEAD + hash) for symmetric operations, FN-DSA (FALCON-512) for constrained signatures, hardware PQC accelerators, device class upgrade strategy for Class 1 → Class 2+ migration","NIST SP 800-232 / ETSI EN 303 645 IoT Security / IETF SUIT WG","https://nvlpubs.nist.gov/nistpubs/SpecialPublications/NIST.SP.800-232.pdf","85","iot-ot-pqc|crypto-dev-apis|5g-security|automotive-pqc|quantum-threats","nist-csrc","","yes","NIST"